Q4687007	ÉACÉES [sé], fêtes que l'on célébrait dans l'île d'Egine, en l'honneur d'Eaque, fils de Jupiter.
Q55596793	Esquisse des progrès de l'esprit humain, ouvrage de Condorcet, fondé sur la perfectibilité de l'homme (1795).
Q624852	Essais [è-sè] de Montaigne (1580). « Ceci est un livre de bonne foi, » a dit Montaigne. C'est le résumé de ses lectures, un recueil de ses souvenirs et de ses observations, une sorte de panorama mouvant et capricieux des impressions personnelles d'un esprit qui étudie et se scrute sans cesse. Témoin et acteur à la fois, il contemple la scène où il tient le premier rôle. Le moi, chez Montaigne, représente l'homme en général, cet être ondoyant et divers. Montaigne se garde bien d'affirmer ou de nier. Que sais-je ? Voilà sa conclusion, mais il ne met en question ni Dieu ni la vertu. Sa langue est une mine inépuisable de tours heureux et d'expressions pittoresques.
Q3944819	Essais de morale et de politique, ouvrage remarquable du philosophe F. Bacon (1597).
Q482427	Essai sur la critique, poème rappelant l'Art poétique de Boileau, par Pope, publié en 1711.
Q3121862	Essai sur l'homme, série de belles épîtres philosophiques, par Pope (1733-1734).
Q5399391	Essais moraux, politiques et littéraires, par D. Hume, recueil de petits traités pleins d'idées neuves et d'aperçus intéressants (1742-1752).
Q18214696	Essai sur le goût, ouvrage de Montesquieu, publié en 1748. Ce sont des réflexions, souvent justes et fines, sur les causes du plaisir qu'excitent en nous les œuvres littéraires et artistiques.
Q3058683	Essai sur les mœurs et l'esprit des nations, œuvre historique et philosophique de Voltaire. Voltaire élimine de la conduite des événements tout élément providentiel. Il croit au progrès et montre à travers la variété des mœurs des nations et la diversité de leur développement, la marche civilisatrice de l'humanité, qui se libère peu à peu de la superstition et de l'erreur (1756).
Q107263862	Essai sur les éloges, ouvrage de Thomas, livre théorique et critique sur un genre d'éloquence où lui-même avait excellé (1773).
Q19096493	Essai sur les facultés intellectuelles, ouvrage judicieux du philosophe écossais Th. Reid (1785).
Q107264545	Essais sur les facultés actives, ouvrage important et utile du philosophe écossais Th. Reid (1789).
Q42189561	Essai sur l'indifférence en matière de religion, ouvrage célèbre de Lamennais, écrit dans un style éloquent, mais avec des idées trop exclusives (1817).
Q107264571	Essai sur la philosophie des sciences, ouvrage du physicien Ampère, où se trouve son fameux essai de classification (1834).
Q17008111	Essais de critique et d'histoire, études sur des écrivains et des hommes d'Etat célèbres, par Macaulay ; ces portraits littéraires sont cités comme les modèles, par la profondeur des vues qu'ils renferment, et la netteté précise du style (1850).
Q504931	ESSARTS [è-sar] (Les), ch.-l. de c. (Vendée), arr. de La Roche-sur-Yon, sur la Petite-Maine ; 3.400 h.
Q3387775	ESSARTS (Pierre des), prévôt de Paris en 1408, tour à tour favori et ennemi de Jean sans Peur (1360-1413).
Q2066	ESSEN [è-sèn], v. de la Prusse rhénane ; 182.000 h. Célèbre usine des canons Krupp.
Q189204	Esséniens [ni-in], sectaires juifs du temps des Macchabées, dont les doctrines offraient une grande analogie avec celles des premiers chrétiens.
Q589911	ESSEQUIBO [è-sè-ku-i-bo], fleuve de la Guyane anglaise ; 800 kil.
Q23240	ESSEX [è-sèks], comté maritime du S.-E. de l'Angleterre, arrosé par la Tamise ; 780.000 h. Ch.-l. Chelmsford.
Q110888	ESSEX, royaume saxon, fondé en 526 ; capit. Londres.
Q437917	ESSEX (Robert Devereux, comte d'), grand écuyer d'Angleterre, favori d'Elisabeth ; il conspira contre elle et fut exécuté (1567-1601). — Son fils, chambellan de Charles Ier, embrassa la cause des parlementaires lors de la Révolution (1591-1646).
Q80340	ESSLING [ès-lin'gh], village d'Autriche, près de Vienne, où les Français remportèrent les 21 et 22 mai 1809 une sanglante victoire ; le maréchal Lannes y fut mortellement blessé ; 430 h.
Q3786	ESSLINGEN [ès-lin'-ghèn], v. de Wurtemberg, sur la r. dr. du Neckar, affl. du Rhin ; 27.300 h.
Q534813	ESSONNE, riv. de France, qui se jette dans la Seine r. g., à Corbeil ; 90 kil.
Q18281400	ESSONNES, comm. de France (Seine-et-Oise), arr. de Corbeil ; sur l'Essonne ; 9.400 h. Papeteries importantes, moulins.
Q474487	ESSOYES [è-soi], ch.-l. de c. (Aube), arr. de Bar-sur-Seine ; 1.500 h.
Q135388	EST [èst'] (canal de l'), qui met en communication la Meuse et le Rhône par la Moselle et la Saône.
Q153963	EST-AFRICAIN ALLEMAND, autre nom de l'Afrique orientale allemande.
Q876185	EST-AFRICAIN ANGLAIS (Imperial British East Africa) que l'on désigne ordinairement sous le nom d'Ibea (initiales de l'appellation anglaise). V. Afrique-orientale anglaise.
Q669539	ESTAGEL [ès'-ta-jèl], comm. des Pyrénées-Orientales, arr. de Perpignan ; sur l'Agly ; 2.800 h. Patrie des deux Arago.
Q384378	ESTAING [ès-tin], ch.-l. de c. (Aveyron), arr. d'Espalion, sur le Lot ; 1.300 h.
Q694048	ESTAING (Henri, comte d'), amiral français, né en 1129. Il se distingua aux Indes et en Amérique contre les Anglais ; il fut décapité en 1794.
Q3027515	Estampes (cabinet des), riche collection de gravures et de dessins formée primitivement par les rois de France, actuellement à la Bibliothèque nationale.
Q15969061	ESTANCELIN (Louis), publiciste français, né à Eu (1777-1858).
Q837998	EST-ANGLIE, un des royaumes de l'ancienne heptarchie anglo-saxonne, fondé en 571.
Q677173	ESTE (maison d'), illustre famille princière d'Italie, qui gouverna longtemps Ferrare, Modène et Reggio.
Q107264613	Estelle, pastorale de Florian. C'est une aimable bergerie, un peu fade parfois, mais où l'on trouve à louer de jolis tableaux de mœurs et des descriptions sincères de la nature (1788).
Q1369923	ESTEREL [ès-te-rèl] (monts de l'), massif montagneux des Alpes de Provence (Var et Alpes-Maritimes) dont le point culminant, le Vinaigre, a 616 m. d'alt.
Q748936	ESTERNAY [ès-tèr-nè], ch.-l. de c. (Marne), arr. d'Epernay, sur le Grand Morin, affl. de la Marne ; 1.580 h.
Q732413	ESTHER [ès-tèr], nièce de Mardochée, épouse d'Assuérus. Elle obtint du grand roi la grâce des juifs persécutés par Aman (Bible).
Q746818	Esther, tragédie en trois actes et en vers de Jean Racine, représentée pour la première fois à Saint-Cyr en 1688, devant la cour, par les demoiselles de Saint-Cyr. Délicieux poème, dont Sainte-Beuve a dit : « C'est l'épanchement le plus pur, la plainte la plus enchanteresse de cette âme tendre (Racine), qui ne savait assister à la prise d'habit d'une novice sans se noyer dans les larmes. »
Q131068	Esther (le Livre d'), un des livres de l'Ancien Testament, écrit probablement au ve siècle av. J.-C.
Q720496	ESTHONIE, gouvernement de la Russie d'Europe, près du golfe de Finlande ; 414.000 h. (Esthoniens), de race finnoise. Ch.-l. Revel.
Q745520	ESTIENNE [èss-ti-è-ne], illustre famille d'imprimeurs-libraires et d'érudits français. Les plus célèbres de ses membres furent Robert qui perfectionna la typographie (1503-1559) et son fils Henri, helléniste et lexicographe de grande valeur, qui mourut à l'hôpital de Lyon après s'être ruiné dans l'intérêt de la science. On doit à ce dernier un remarquable Thesaurus linguæ grecæ, monument gigantesque d'érudition et de savoir, et un célèbre discours sur la Précellence du langage françois (1531-1598).
Q1087309	ESTISSAC [ès-ti-sak], ch.-l. de c. (Aube), arr. de Troyes, sur la Vanne ; 2.000 h. Ch. de f. E. Scieries.
Q2007428	ESTOILE [é-toi-le] (Pierre Taisan de l'), chroniqueur français, né à Paris, auteur de Mémoires-journaux d'une impeccable véracité et d'une modération de ton et d'idées remarquable pour l'époque troublée où il vécut. C'est la source la plus précieuse à consulter pour l'histoire des règnes de Henri III et Henri IV (1546-1611).
Q656131	ESTOUTEVILLE [ès-tou] (Guillaume d'), cardinal négociateur français, m. en 1483.
Q3109699	ESTRADES [ès] (Godefroy, comte d'), diplomate et maréchal de France, né à Agen ; un des négociateurs du traité de Nimègue (1607-1686).
Q48749289	ESTRÉES [ès'-tré] (famille d'), famille noble de France, dont la branche la plus célèbre est celle de Picardie : Jean, grand maître de l'artillerie (1486-1571). — Antoine, fils de Jean, grand maître de l'artillerie de 1597 à 1600. — Gabrielle, fille d'Antoine, favorite d'Henri IV (1573-1599). — François-Annibal, marquis de Cœuvres, maréchal de France (1573-1670). — Jean, fils du précédent, amiral de France, né à Paris. Il guerroya dans les Antilles, reprit Cayenne aux Hollandais, et bombarda Tripoli (1624-1707). — Victor-Marie, fils du précédent, maréchal de France et vice-amiral, né à Paris (1660-1737).
Q1096136	ESTRÉES-SAINT-DENIS [ès-tré-sin-de-ni], ch.-l. de c. (Oise) arr. de Compiègne ; 1.600 h.
Q738004	ESTRELLA (sierra d') [ès] (chaîne de l'Etoile), chaîne de montagnes du Portugal, dont le pic le plus haut, le Malhao de serra, atteint 1.993 m.
Q5777	ESTRÉMADURE ESPAGNOLE, ancienne province d'Espagne ; capit. Badajoz ; forme actuellement les deux prov. de Badajoz et de Cacérès.
Q742117	ESTRÉMADURE PORTUGAISE, province du Portugal ; capit. Lisbonne, comprenant les districts de Leira, Santarem et Lisbonne ; 1.232.600 h.
Q625157	ESTREMOZ [ès-tre-moz'], v. de Portugal (Alemtejo) ; 5.200 h. Victoire des Portugais sur les Espagnols en 1663.
Q1370854	ÉSUS ou HÉSUS [zuss], dieu de la guerre chez les Gaulois.
Q1640	ESZEK, v. de Hongrie (Esclavonie), sur la Drave ; 23.000 h.
Q274910	ÉTABLES, ch.-l. de c. (Côtes-du-Nord), arr. de Saint-Brieuc, sur la baie de Saint-Brieuc ; 2.200 h.
Q288752	Établissements de saint Louis, recueil d'ordonnances et règlements datant de Louis IX, compilation qui n'a jamais eu force de loi, mais qui exerça une grande influence sur les légistes (1272).
Q59724	ÉTAIN [tin], ch.-l. de c. (Meuse), arr. de Verdun, sur un affluent de la Meuse ; 2.900 h. Ch. de f. E.
Q205584	ÉTAMPES [tan-pe], ch.-l. d'arr. (Seine-et-Oise), ch. de f. Orl., près de la Juine ; 9.000 h. (Etampois). Grains. Patrie de Geoffroy Saint-Hilaire. L'arr. a 4 cant., 70 com., 43,000 h.
Q257557	ÉTAMPES (Anne de Pisseleu, duchesse d'), favorite de François Ier, née en 1508, m. après 1585.
Q273522	ÉTAPLES, ch.-l. de c. (Pas-de-Calais), arr. de Montreuil, sur la Canche ; 4.700 h. Ch. de f. N. Traité entre Charles VIII et Henri VII d'Angleterre en 1492.
Q107192416	État-major autrichien (l') devant le corps de Marceau, tableau de J.-P. Laurens ; une des œuvres magistrales du peintre (1877).
Q16147749	États provinciaux. On appelait de ce nom, sous l'ancien régime, les assemblées des trois ordres de certains gouvernements français, qui, sur la convocation du roi, se réunissaient à des époques périodiques, afin de régler l'administration intérieure de la province et voter les subsides demandés par les commissaires royaux, pour subvenir aux frais de l'administration. Les principaux pays d'états étaient le Languedoc, la Provence, le Béarn, la Bourgogne et la Bretagne. Par opposition aux pays d'états, on appelait pays d'élections ceux où la répartition de la taille était opérée par des fonctionnaires royaux appelés d'abord élus, et investis d'attributions à la fois administratives et judiciaires.
Q207304	États généraux. Par opposition aux états provinciaux, qui ne représentaient chacun qu'une province, on appelait Etats généraux les assemblées où siégeaient les représentants de la nation tout entière, c'est-à-dire les députés du clergé, de la noblesse et du tiers état. Le clergé jouissait du droit de préséance sur les autres ordres dans les Etats généraux, prérogative qui remontait aux premiers temps de notre histoire. Le corps de la noblesse suivait le clergé dans l'ordre hiérarchique. Son rôle, d'après ses immunités et privilèges, était très important dans l'assemblée, et ce fut cet ordre qui s'opposa avec le plus de force à la délibération en commun, c'est-à-dire par tête et non par ordre. Le tiers état, qui venait le dernier, fut d'abord désigné sous le titre de communautés, députés des bonnes villes. Il se composait principalement de bourgeois, le peuple proprement dit n'étant pas représenté. L'infériorité dans laquelle il se trouvait à l'égard des deux ordres privilégiés donna à Siéyès l'occasion du pamphlet célèbre Qu'est-ce que le tiers état ? Tout. — Qu'a-t-il été jusqu'ici ? Rien. — Que demande-t-il ? A devenir quelque chose. La première assemblée générale se tenait sous la présidence du roi et s'appelait séance royale. Voici la liste des états généraux les plus importants tenus depuis 1302, date à laquelle ils furent convoqués pour la première fois : Etats généraux de 1302. Cette assemblée mémorable dut sa convocation aux démêlés de Philippe le Bel et de Boniface VIII. Excommunié par le pape, le roi de France eut la pensée d'intéresser à sa cause la masse de la nation, et les Etats, convoqués le 10 avril dans la cathédrale de Notre-Dame de Paris, s'élevèrent avec force contre les entreprises du saint-siège. Etats de Tours (1308). Ils furent consultés par le même monarque sur le sort des Templiers ; ceux-ci étaient sacrifiés à l'avance et les Etats les déclarèrent dignes de mort. Etats généraux de 1312. Cette assemblée consacra le principe du consentement libre et nécessaire des trois ordres pour la levée de l'impôt, principe souvent méconnu, mais jamais prescrit jusqu'à la Révolution de 1789, et dont le développement graduel assura aux Etats généraux une certaine influence sur le gouvernement du pays. Etats de 1317. Ils confirmèrent la prise de possession du pouvoir par Philippe le Long, et, par une interprétation nouvelle de la loi salique, déclarèrent les femmes inhabiles à succéder au trône. Etats de Paris (1355). Ils accordèrent les subsides demandés par le chancelier de France au nom de Jean le Bon et nécessaires à la veille de l'invasion anglaise ; mais, sous l'influence d'Etienne Marcel, ils arrachèrent au pouvoir des concessions qui tendaient directement à la constitution du régime représentatif. Etats de 1356, réunis au lendemain de la défaite de Poitiers. Il y eut deux assemblées distinctes, les états de la langue d'oc, réunis à Toulouse, et ceux de la langue d'oïl, assemblés à Paris, au foyer de la résistance au pouvoir royal, résistance dont Robert Le Coq et Etienne Marcel furent l'âme. Les états de Paris accordèrent les hommes et l'argent demandé pour la défense du pays pendant la captivité de Jean le Bon, mais à la condition que le dauphin Charles se débarrasserait de ses principaux conseillers et se soumettrait à la direction et à la surveillance d'une commission nommée par les Etats. Le dauphin fit une réponse vague. Etats de février 1357. Ils s'engagèrent à entretenir une armée de 30.000 hommes, mais exigèrent le droit pour les Etats de s'assembler deux fois par an sans convocation et d'envoyer des commissaires dans les provinces ; il demandèrent encore l'abolition de la vénalité des offices de judicature et des tribunaux d'exception. Le dauphin consentit à tout, et la publication de la grande ordonnance marqua le point culminant de l'influence des états ; ceux-ci se réunirent de nouveau en novembre 1357, janvier et mai 1358 ; mais cette révolution toute parisienne fut paralysée par l'inaction de la province, et anéantie par la mort d'Etienne Marcel. Etats de 1359. Ils refusèrent, inutilement, de ratifier le honteux traité signé à Londres par le roi Jean. Etats de 1420. Ils ratifièrent le traité de Troyes. Etats de Chinon (1428). Ils demandèrent la réforme de la chambre des comptes et celle des tribunaux inférieurs, et appelèrent les grands feudataires à l'aide du roi. Etats d'Orléans (1439). Ils décidèrent rétablissement d'une taille annuelle de 1.200.000 livres pour l'entretien d'une armée permanente. Etats de Tours (1468). A propos de l'apanage de la Normandie, ces Etats consacrèrent l'inaliénabilité des domaines de la couronne et fixèrent à un revenu annuel de 60.000 livres l'apanage de Charles, frère du roi. Etats de Tours (1484). Le clergé et la noblesse demandèrent l'augmentation de leurs privilèges ; le tiers état renouvela ses inutiles plaintes contre la lourdeur des tailles, les violences des percepteurs et des gens de guerre. La question de la régence fut agitée, et le pouvoir maintenu à Anne de Beaujeu, à l'exclusion du duc d'Orléans. Le principe de la souveraineté du peuple fut proclamé dans un remarquable discours de Philippe Pot, député de la Bourgogne. Etats de Tours (1506). Ils donnèrent à Louis XII le titre de Père du peuple et lui demandèrent de donner au duc d'Angoulême François la main de sa fille Claude, fiancée déjà à Charles-Quint. Etats d'Orléans (1560). Ils soumirent au roi un plan de réformes administratives, judiciaires et financières, et refusèrent de se prêter aux projets sanguinaires de Catherine de Médicis et des Guises contre les huguenots. Etats de Pontoise (1561). Ils demandèrent la liberté de conscience et refusèrent de délibérer avant l'enregistrement de l'ordonnance d'Orléans. Le clergé avait d'abord siégé seul à Poissy. Etats de Blois (1576), exclusivement catholiques. Ils demandèrent la révocation de l'édit de pacification accordé aux protestants par Henri III, qui se déclara chef de la Ligue. Etats de Blois (1588), composés de ligueurs, qui dissimulèrent à peine leur intention de donner la couronne à Henri de Guise. Henri III trancha la question en faisant assassiner ce prince ainsi que son frère. Etats de la Ligue (1593), tenus à Paris pendant le siège de cette ville par Henri IV. On peut voir dans la satire Ménippée le tableau satirique de cette assemblée, qui agita la question de l'élection d'un souverain et flotta sans se décider entre le jeune duc de Guise et l'infante d'Espagne. Etats de Paris (1614). Le tiers demanda la convocation régulière des Etats tous les dix ans, la diminution des impôts, des offices et des pensions, l'économie dans les finances, etc. Robert Miron et Savaron s'y distinguèrent par leur éloquence. Ces Etats, où la division des trois ordres paralysa les efforts communs, furent, à proprement parler, les derniers qui se tinrent en France ; car ceux de 1789 se transformèrent, comme on sait, en Assemblée nationale. V. Assemblée constituante.
Q20971124	États généraux de Versailles (les), haut relief de Dalou (Chambre des députés), mettant en scène la fameuse réponse de Mirabeau au marquis de Dreux-Brézé (1833).
Q30	ÉTATS-UNIS. Etat de l'Amérique du Nord ; cap. Washington. I. Géographie. Compris entre le Canada et le Mexique, l'océan Atlantique et l'océan Pacifique, les Etats-Unis comprennent un certain nombre de régions naturelles : à l'Est, une bande côtière assez basse, que domine le massif des monts Alleghanys, à l'Ouest, le soulèvement des montagnes Rocheuses, d'où se détache la péninsule de Californie ; au centre enfin, la vallée du Mississipi, chaude et fertile en produits tropicaux. Le Mississipi et ses affluents (Ohio, Nebraska, Minnesota), le Sacramento, le Colorado, l'Hudson et le Delaware sont les principaux cours d'eau. Les Etats-Unis sont riches en produits métallurgiques (fer, cuivre), en combustibles (houille), pétrole, sel, forêts, céréales, coton, tabac, canne à sucre, bétail, etc. L'immigration y est considérable. Ils sont au premier rang parmi les puissances industrielles du globe. Les Etats-Unis forment une république fédérative. Le pouvoir exécutif est exercé par un président, élu pour quatre ans, le pouvoir législatif par un Congrès (Chambre des représentants et Sénat). Les Etats sont au nombre de 45, auxquels il faut joindre un district fédéral et 6 territoires. Chaque Etat a une législature particulière, chargée de délibérer sur les intérêts n'ayant pas un caractère fédéral. Superficie, 9.420.670 kil. carrés ; pop. 76 millions d'h., dont 250.000 Indiens. II. Histoire. Explorée dans sa partie littorale à partir du xvie siècle par les navigateurs français, espagnols et anglais, cette vaste région commença au début du xviie à être colonisée par les sujets britanniques. De 1607 à 1733, treize colonies se formèrent successivement sur le territoire actuel des Etats-Unis : Virginie, Massachusetts, Maryland, Rhode-Island, New-York, New-Jersey, Connecticut, New-Hampshire, Maine, Caroline du N., Caroline du S., Pensylvanie, Géorgie. A vrai dire, l'histoire des Etats-Unis ne commence qu'au moment où ces treize colonies secouèrent le joug de la métropole, lorsque celle-ci voulut leur imposer des taxes prohibitives. La résistance des colons aboutit en 1773 à une insurrection générale et à une guerre de huit ans (1775-1783). Le 4 juillet 1776, les treize colonies furent déclarées indépendantes sous le nom d'Etats-Unis d'Amérique : grâce à l'habile commandement de Washington, secondé par ses lieutenants et par les Français Rochambeau, La Fayette, etc., les Américains triomphèrent des forces anglaises. Par le traité du 3 septembre 1783 (Franklin en fut l'un des négociateurs), le cabinet de Londres reconnut la souveraineté des Etats-Unis, dont Washington fut le premier président, et qui adopta le 17 septembre 1787 une constitution fédérale, partiellement modifiée dans la suite. La prospérité croissante des Etats-Unis subit un temps d'arrêt en 1861, date de l'élection de Lincoln à la présidence : les Etats du Sud s'étant séparés des Etats du Nord, qui voulaient leur imposer la suppression de l'esclavage, une guerre civile, dite guerre de sécession, éclata et sévit durant cinq années ; elle se termina par la victoire du Nord et le triomphe des antiesclavagistes. Les Etats-Unis n'ont cessé de prospérer depuis. Ils se sont créé un empire colonial par la prise de possession de Cuba, Porto-Rico, îles Philippines, Hawaï, etc.
Q878237	ETAWAH [oua], v. de l'Inde anglaise, prov. d'Agra, sur le Djemma ; 40.000 h. Grand commerce.
Q506550	ÉTÉOCLE, frère de Polynice, tous deux fils d'Œdipe et de Jocaste. Dans la guerre dite des Sept chefs, ils s'entretuèrent, et la mythologie assure que, la mort ne pouvant éteindre la haine qui avait animé l'un contre l'autre ces frères ennemis, on vit la flamme du bûcher se séparer en deux parties. Les noms d'Etéocle et de Polynice servent à désigner et à flétrir ces discordes cruelles qui règnent quelquefois entre les membres d'une même famille.
Q587417	ÉTEX [tèks] (Antoine), sculpteur, peintre, architecte et littérateur français, né à Paris (1808-1888).
Q272157	ÉTHELBALD, roi d'Angleterre, m. en 860.
Q272177	ÉTHELBERT [bèr], roi d'Angleterre de 860 à 866.
Q272233	ÉTHELRED Ier, roi d'Angleterre de 866 à 871 ; — Ethelred II, roi d'Angleterre de 978 à 1016.
Q272326	ÉTHELWOLF, roi d'Angleterre de 839 à 858.
Q115	ÉTHIOPIE, nom que les anciens donnaient à la partie de l'Afrique située au S. de l'Egypte et que l'on emploie encore couramment pour désigner l'ensemble des contrées du haut Nil et la région montagneuse de l'Abyssinie. L'Ethiopie forme aujourd'hui un empire gouverné par le négus. Pop. 10 millions d'h. Capit. Addis-Ababa.
Q42189653	Éthique, traité philosophique d'Abélard, dont le principe fondamental est que la moralité des actions humaines réside dans la volonté.
Q862816	Éthique (l'), ouvrage célèbre de Spinoza, où se trouve au complet le système de ce philosophe, qui aboutit au panthéisme, à la négation de la personnalité humaine et de la responsabilité (1677).
Q11921121	ETHRA, mère de Thésée (Myth.).
Q161775	ÉTIENNE (saint), premier martyr du christianisme, lapidé à Jérusalem. Fête le 26 décembre.
Q18572448	Étienne (Martyre de saint), tableau du Titien (Louvre) ; de Ph. de Champaigne (Bruxelles) ; de Mariani (Rome) ; triptyque de Rubens (Valenciennes).
Q107264724	Étienne prêchant (saint), tableau d'Abel de Pujol, église Saint-Etienne-du-Mont (Paris).
Q134666	ÉTIENNE Ier (saint), pape de 253 à 257 ; fête le 2 août ; — Etienne II, pape de 752 à 757 ; reçut de Pépin le Bref son allié contre Astolphe l'exarchat de Ravenne, source du pouvoir temporel des papes ; — Etienne III, pape de 768 à 772 ; — Etienne IV, pape de 816 à 817 ; — Etienne V, pape de 885 à 891, connu par sa charité ; — Etienne VI, pape de 896 à 897, mort étranglé ; — Etienne VII, pape de 929 à 931 ; — Etienne VIII, pape de 939 à 942 ; — Etienne IX, pape de 1037 à 1058.
Q177903	ÉTIENNE Ier (saint), roi de Hongrie de 997 à 1038, il favorisa la propagation du christianisme dans ses Etats ; fête le 20 août ; — Etienne II, roi de Hongrie de 1114 à 1131 ; — Etienne III, roi de Hongrie de 1161 à 1173 ; — Etienne IV, roi de Hongrie de 1270 à 1272.
Q60849	ÉTIENNE DE BLOIS, roi d'Angleterre de 1133 à 1154, petit-fils de Guillaume le Conquérant.
Q207303	ÉTIENNE NÉMANITCH (Douchan) dit le Fort, roi, puis tsar de Serbie, né en 1308, m. en 1355. Roi en 1335, empereur en 1346.
Q2277482	ÉTIENNE (Charles-Guillaume), auteur dramatique et publiciste français, né à Chamouilley [Haute-Marne] (1777-1845).
Q107264726	Étincelle (l'), comédie en un acte et en prose, d'Edouard Pailleron (1879).
Q16990	ETNA, volcan du N.-E. de la Sicile. Ses terribles et fréquentes éruptions, qui ont souvent dévasté les abords de Catane, l'ont rendu célèbre ; 3.313 m. d'alt. La mythologie en faisait la demeure des géants Encelade et Typhon ; elle y plaçait les forges de Vulcain et des Cyclopes.
Q387393	Étoile africaine (ordre de l'), ordre de l'Etat indépendant du Congo, institué en 1888 par le roi Léopold II.
Q2074813	Étoile d'Éthiopie (ordre de l'), ordre fondé en Ethiopie, et dit aussi ordre de Choa ; ruban en une passe à quatre couleurs : bleu, jaune, vert, rouge.
Q2033848	Étoile brillante (ordre de l'), institué par le sultan de Zanzibar en 1875 ; ruban rouge liséré de blanc.
Q716730	Étoile d'Anjouan (ordre de l'), fondé vers 1860 par le sultan des Comores, mais devenu français en 1896 ; ruban bleu pâle bordé de deux lisérés orange.
Q1491823	Étoile noire du Bénin (ordre de l'), ordre colonial (français depuis 1896), fondé par le roi Toffa en 1892 ; ruban bleu pâle.
Q1330936	Étoile des Indes (ordre de l'), ordre britannique, fondé en 1861 par la reine Victoria ; ruban bleu de ciel liséré de blanc.
Q950604	Étoile de Roumanie (ordre de l'), fondé par Charles Ier en 1877 ; ruban rouge liséré de bleu.
Q904066	Étoile du Nord (l'), opéra-comique en trois actes, paroles de Scribe, musique de Meyerbeer. Le sujet est les amours de Catherine et de Pierre le Grand. Partition intéressante, mais peu homogène (1854).
Q26857	ÉTOLIE, contrée de l'ancienne Grèce ; elle forme aujourd'hui, avec l'Acarnanie, un nome du royaume hellénique, avec Missolonghi pour chef-lieu. (Hab. Etoliens.)
Q617407	ETON, v. d'Angleterre, comté de Buckingham, sur la Tamise ; 3.500 h. Collège célèbre fondé en 1440.
Q3205504	Étourdi (l'), comédie de Molière, en cinq actes ; représentée à Lyon en 1655, à Paris en 1658. C'est un de ses premiers essais dans la comédie de caractère.
Q107264735	Étourdis (les), jolie comédie en trois actes et en vers d'Andrieux (1787) ; style élégant et facile.
Q107264750	Étrangère (l'), comédie dramatique en cinq actes d'Al. Dumas fils. Œuvre puissante, profondément dramatique, mais d'invention un peu bizarre (1876).
Q841022	ÉTRÉPAGNY, ch.-l. de c. (Eure), arr. des Andelys, sur la Bonde, s.-affl. de l'Epte ; 2.200 h.
Q290936	ÉTRETAT [ta], comm. de la Seine-Inférieure, sur la Manche ; 2.000 h. (Etretatais ou Etretatiens). Bains de mer ; belles falaises.
Q17491954	Étretat (la Falaise d'), l'un des meilleurs paysages de Courbet (1870).
Q206730	ÉTRURIE [rî], ancienne région de l'Italie, entre le Tibre, les Apennins, la mer Thyrrénienne et la rivière Macra. Les Etrusques ou Rasennes paraissent de race aryenne et sont originaires de l'Asie Mineure ; supérieurs aux autres Italiotes, leurs contemporains, par leur culture intellectuelle, ils formèrent, dès le xve siècle av. J.-C., une confédération de douze républiques. Leur langue n'a malheureusement pas été encore déchiffrée. L'Etrurie est auj. la Toscane. V. étrusque (art) à la part. langue.
Q637248	Études (musée des) ou dei Studi, célèbre galerie de peinture, à Naples.
Q107264774	Études (Traité des), par Rollin. L'auteur y expose la manière d'enseigner et d'étudier les belles-lettres et apprécie les chefs-d'œuvre de l'antiquité ; il demande que la langue française devienne l'objet principal des études de la jeunesse (1726).
Q107264797	Études (Cours d'), grand ouvrage de Condillac, rédigé pour l'éducation du prince de Parme et qui se compose de trois traités : l'Art de penser, l'Art de raisonner et l'Art d'écrire (1755).
Q107264811	Études de la Nature, par Bernardin de Saint-Pierre. L'auteur n'a point entendu faire un livre d'histoire naturelle, mais introduire le sentiment moral, l'émotion dans le tableau de l'univers. Il tombe parfois dans le mauvais goût mythologique et larmoyant de son siècle (1784).
Q107264854	Études historiques, par Chateaubriand (1831) ; vigoureuse esquisse d'histoire universelle, où l'auteur se proposait de mettre en lumière l'influence civilisatrice du christianisme.
Q211593	EU, ch.-l. de c. (Seine-Inf.) arr. de Dieppe, sur la Bresle ; 8.400 h. (Eudois). Ch. de f. N. et O. Château des princes d'Orléans. Patrie des frères Anguier.
Q173096	EUBÉE, île de l'Archipel, appelée Négrepont par les navigateurs italiens du moyen âge. Elle forme auj. une nomarchie du royaume de Grèce ; capit. Chalcis ; 115.500 h. (Hab. Eubéens.)
Q461007	EUBULIDE, philosophe grec de l'école de Mégare, né à Milet, adversaire d'Aristote (xve siècle av. J.-C.).
Q5405822	EUCHARIS [ka-riss], nymphe de la déesse Calypso et héroïne d'un des épisodes du Télémaque.
Q312682	EUCLIDE le Socratique, philosophe grec, fondateur de l'école de Mégare (450-380 av. J.-C.).
Q8747	EUCLIDE, géomètre grec, qui enseignait à Alexandrie sous le règne de Ptolémée Ier (306-283 av. J.-C.). On a de lui des Eléments qui constituent comme la base de la géométrie plane.
Q208086	EUDES, fils de Robert le Fort, duc de France et comte de Paris, qu'il défendit contre les Normands ; il fut proclamé roi par les seigneurs après la déposition de Charles le Gros en 887. Il vainquit les Normands à Montfaucon (Meuse), et, en 896, il partagea le pouvoir avec Charles le Simple ; m. en 898.
Q3059508	EUDES DE MONTREUIL, habile architecte et sculpteur français (1220-1289).
